nama_penyakit,apakah_menurun,matched_penyakit,obat_pertolongan_pertama,penyakit_perkembangan
COVID-19,FALSE,Parkinson,"Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Hepatitis C,TRUE,"Asma, Epilepsi, Gastritis","Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Gastritis,FALSE,"Stroke, Anemia","Antasida, Omeprazole",Ulkus Lambung
Skizofrenia,FALSE,"Serangan Jantung, Demam Berdarah","Risperidone, Olanzapine",Disabilitas Sosial
Asma,FALSE,"Gagal Ginjal, Gastritis, Artritis Reumatoid","Salbutamol, Budesonide",Gagal Napas
Tuberkulosis,FALSE,"Diare Akut, Tifus, Kanker Payudara","Rifampisin, Isoniazid",Gagal Paru
Skizofrenia,TRUE,"Epilepsi, Bronkitis","Risperidone, Olanzapine",Disabilitas Sosial
Stroke,TRUE,Alzheimer,"Antikoagulan, Rehabilitasi",Kelumpuhan
Asma,TRUE,Rubella,"Salbutamol, Budesonide",Gagal Napas
Stroke,TRUE,"Bipolar, Asma, Demam Berdarah","Antikoagulan, Rehabilitasi",Kelumpuhan
Campak,TRUE,"Influenza, Stroke, Rubella","Vitamin A, Paracetamol",Ensefalitis
Stroke,FALSE,"Bipolar, Hepatitis B, Serangan Jantung","Antikoagulan, Rehabilitasi",Kelumpuhan
Parkinson,FALSE,Rubella,"Levodopa, Pramipexole",Gangguan Gerak Berat
Cacar Air,FALSE,"Migraine, Hemofilia","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Gastritis,FALSE,Depresi Mayor,"Antasida, Omeprazole",Ulkus Lambung
Pneumonia,FALSE,Cacar Air,"Azitromisin, Ceftriaxone",Sepsis
Migraine,FALSE,"Alzheimer, Anemia, Tifus","Sumatriptan, Parasetamol",Gangguan Tidur
Rubella,TRUE,Influenza,"Vaksinasi, Istirahat",Cacat Janin
Osteoporosis,TRUE,Malaria,"Kalsium, Vitamin D",Fraktur Tulang
Tifus,TRUE,"Depresi Mayor, Diabetes Mellitus","Ciprofloxacin, Ceftriaxone",Perforasi Usus
Bronkitis,TRUE,"Kanker Prostat, Pneumonia","Dextromethorphan, Amoksisilin",Pneumonia
Hipertensi,TRUE,Gastritis,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Asma,TRUE,"Kanker Prostat, Cacar Air","Salbutamol, Budesonide",Gagal Napas
Skizofrenia,TRUE,Stroke,"Risperidone, Olanzapine",Disabilitas Sosial
Cacar Air,FALSE,"Influenza, Osteoporosis","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Migraine,FALSE,Hipertensi,"Sumatriptan, Parasetamol",Gangguan Tidur
Bipolar,TRUE,Artritis Reumatoid,"Lithium, Antidepresan",Depresi Kronis
Artritis Reumatoid,TRUE,Skizofrenia,"NSAID, Metotreksat",Deformitas Sendi
Serangan Jantung,TRUE,"Parkinson, Anemia","Aspirin, Nitrat",Gagal Jantung
Kanker Payudara,FALSE,Artritis Reumatoid,"Kemoterapi, Mastektomi",Metastasis ke Tulang
Malaria,TRUE,"Diare Akut, Asma, Gastritis","Klorokuin, Artemisinin",Anemia Berat
Kanker Paru-paru,TRUE,Bronkitis,"Kemoterapi, Radioterapi",Metastasis ke Otak
Anemia,TRUE,"Depresi Mayor, Gastritis","Suplemen Zat Besi, Vitamin B12",Kelelahan Kronis
Bronkitis,FALSE,"Osteoporosis, Diare Akut, Artritis Reumatoid","Dextromethorphan, Amoksisilin",Pneumonia
Pneumonia,TRUE,"Diare Akut, Campak","Azitromisin, Ceftriaxone",Sepsis
Parkinson,FALSE,"Kanker Kolorektal, Stroke","Levodopa, Pramipexole",Gangguan Gerak Berat
Kanker Paru-paru,FALSE,"Serangan Jantung, Rubella, Cacar Air","Kemoterapi, Radioterapi",Metastasis ke Otak
Parkinson,FALSE,"Parkinson, Gagal Ginjal","Levodopa, Pramipexole",Gangguan Gerak Berat
Bipolar,FALSE,"Malaria, Osteoporosis, Kanker Prostat","Lithium, Antidepresan",Depresi Kronis
Parkinson,FALSE,"Gagal Ginjal, Migraine","Levodopa, Pramipexole",Gangguan Gerak Berat
Serangan Jantung,FALSE,"Gagal Ginjal, Migraine, Osteoporosis","Aspirin, Nitrat",Gagal Jantung
Bipolar,FALSE,"Hepatitis B, Kanker Prostat","Lithium, Antidepresan",Depresi Kronis
Kanker Kolorektal,FALSE,"Hepatitis C, Anemia","Operasi, Kemoterapi",Metastasis ke Liver
Cacar Air,FALSE,"Diare Akut, Kanker Paru-paru, Kanker Prostat","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Hepatitis C,TRUE,"Kanker Paru-paru, Cacar Air, Diabetes Mellitus","Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Kanker Kolorektal,FALSE,"Migraine, Epilepsi, Anemia","Operasi, Kemoterapi",Metastasis ke Liver
Hemofilia,FALSE,"Hipertensi, Diare Akut, Campak",Transfusi Faktor VIII,Pendarahan Internal
Tifus,FALSE,Kanker Paru-paru,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Rubella,FALSE,"Tifus, Campak","Vaksinasi, Istirahat",Cacat Janin
Skizofrenia,FALSE,Asma,"Risperidone, Olanzapine",Disabilitas Sosial
Pneumonia,TRUE,Rubella,"Azitromisin, Ceftriaxone",Sepsis
Hipertensi,FALSE,Bipolar,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Serangan Jantung,FALSE,Artritis Reumatoid,"Aspirin, Nitrat",Gagal Jantung
Parkinson,TRUE,"Epilepsi, Kanker Prostat","Levodopa, Pramipexole",Gangguan Gerak Berat
Pneumonia,FALSE,Stroke,"Azitromisin, Ceftriaxone",Sepsis
Kanker Kolorektal,FALSE,Tifus,"Operasi, Kemoterapi",Metastasis ke Liver
Cacar Air,TRUE,"Pneumonia, Hepatitis C","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Influenza,FALSE,"Diare Akut, Serangan Jantung","Oseltamivir, Paracetamol",Pneumonia
Kanker Prostat,FALSE,"Kanker Paru-paru, Depresi Mayor","Radioterapi, Hormon Terapi",Metastasis ke Tulang
Diare Akut,FALSE,Epilepsi,"Oralit, Loperamide",Dehidrasi Parah
Epilepsi,TRUE,"Hemofilia, Diabetes Mellitus","Fenitoin, Valproat",Gangguan Kognitif
Epilepsi,TRUE,"Bronkitis, Malaria, Parkinson","Fenitoin, Valproat",Gangguan Kognitif
Migraine,FALSE,"Demam Berdarah, Influenza","Sumatriptan, Parasetamol",Gangguan Tidur
Diabetes Mellitus,FALSE,"Demam Berdarah, Campak","Insulin, Metformin","Gagal Ginjal, Neuropati"
Stroke,FALSE,"Kanker Payudara, Influenza, Diare Akut","Antikoagulan, Rehabilitasi",Kelumpuhan
Hepatitis B,FALSE,Pneumonia,"Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Diare Akut,TRUE,Tifus,"Oralit, Loperamide",Dehidrasi Parah
COVID-19,FALSE,"Influenza, Pneumonia","Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Demam Berdarah,FALSE,"Demam Berdarah, Asma","Rehidrasi, Paracetamol",Syok Dengue
Malaria,TRUE,"Depresi Mayor, Alzheimer","Klorokuin, Artemisinin",Anemia Berat
Stroke,TRUE,"Hemofilia, Tuberkulosis","Antikoagulan, Rehabilitasi",Kelumpuhan
Tifus,FALSE,"Hemofilia, Stroke, Kanker Paru-paru","Ciprofloxacin, Ceftriaxone",Perforasi Usus
Influenza,TRUE,"Hepatitis B, Cacar Air","Oseltamivir, Paracetamol",Pneumonia
Migraine,FALSE,"Tifus, Bronkitis, Campak","Sumatriptan, Parasetamol",Gangguan Tidur
Stroke,FALSE,"Diabetes Mellitus, Hepatitis C","Antikoagulan, Rehabilitasi",Kelumpuhan
Hipertensi,FALSE,"Hemofilia, Depresi Mayor, Gastritis","Amlodipine, Captopril","Stroke, Serangan Jantung"
COVID-19,TRUE,"Diabetes Mellitus, Hepatitis C, Hepatitis B","Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Kanker Paru-paru,FALSE,"Artritis Reumatoid, Skizofrenia","Kemoterapi, Radioterapi",Metastasis ke Otak
Skizofrenia,FALSE,COVID-19,"Risperidone, Olanzapine",Disabilitas Sosial
Kanker Payudara,TRUE,Artritis Reumatoid,"Kemoterapi, Mastektomi",Metastasis ke Tulang
Kanker Paru-paru,TRUE,"Depresi Mayor, Influenza, Tifus","Kemoterapi, Radioterapi",Metastasis ke Otak
Depresi Mayor,TRUE,"Hepatitis B, Anemia","SSRI, Psikoterapi",Bunuh Diri
Gastritis,TRUE,Epilepsi,"Antasida, Omeprazole",Ulkus Lambung
Epilepsi,FALSE,Tuberkulosis,"Fenitoin, Valproat",Gangguan Kognitif
Cacar Air,TRUE,"Kanker Payudara, Osteoporosis","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Depresi Mayor,FALSE,Pneumonia,"SSRI, Psikoterapi",Bunuh Diri
Hepatitis B,FALSE,Hepatitis C,"Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Hipertensi,FALSE,"COVID-19, Hemofilia, Cacar Air","Amlodipine, Captopril","Stroke, Serangan Jantung"
Asma,FALSE,"Campak, Kanker Paru-paru","Salbutamol, Budesonide",Gagal Napas
Malaria,FALSE,"Kanker Kolorektal, Diare Akut, Asma","Klorokuin, Artemisinin",Anemia Berat
Skizofrenia,TRUE,Tuberkulosis,"Risperidone, Olanzapine",Disabilitas Sosial
Tifus,FALSE,Kanker Prostat,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Anemia,TRUE,Kanker Prostat,"Suplemen Zat Besi, Vitamin B12",Kelelahan Kronis
Hepatitis C,TRUE,"Alzheimer, Kanker Prostat","Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Cacar Air,TRUE,"Kanker Prostat, Diare Akut, Campak","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Bronkitis,FALSE,"Diare Akut, Diabetes Mellitus, Anemia","Dextromethorphan, Amoksisilin",Pneumonia
Bipolar,TRUE,Bronkitis,"Lithium, Antidepresan",Depresi Kronis
Skizofrenia,TRUE,"Gagal Ginjal, COVID-19, Pneumonia","Risperidone, Olanzapine",Disabilitas Sosial
Demam Berdarah,FALSE,"Kanker Payudara, Malaria, Tuberkulosis","Rehidrasi, Paracetamol",Syok Dengue
Tifus,FALSE,Parkinson,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Hepatitis C,FALSE,Alzheimer,"Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Skizofrenia,TRUE,"Parkinson, Migraine, Rubella","Risperidone, Olanzapine",Disabilitas Sosial
COVID-19,TRUE,Pneumonia,"Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Migraine,FALSE,"Bipolar, Hemofilia","Sumatriptan, Parasetamol",Gangguan Tidur
Anemia,FALSE,"Serangan Jantung, Epilepsi","Suplemen Zat Besi, Vitamin B12",Kelelahan Kronis
Kanker Paru-paru,TRUE,"Migraine, Alzheimer, Bronkitis","Kemoterapi, Radioterapi",Metastasis ke Otak
Epilepsi,FALSE,Osteoporosis,"Fenitoin, Valproat",Gangguan Kognitif
Hemofilia,FALSE,"Influenza, COVID-19",Transfusi Faktor VIII,Pendarahan Internal
Depresi Mayor,FALSE,"Kanker Paru-paru, Depresi Mayor","SSRI, Psikoterapi",Bunuh Diri
Malaria,FALSE,"Asma, Demam Berdarah, Diabetes Mellitus","Klorokuin, Artemisinin",Anemia Berat
Gagal Ginjal,TRUE,Diare Akut,"Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Campak,TRUE,"Bipolar, Kanker Paru-paru, Hemofilia","Vitamin A, Paracetamol",Ensefalitis
Artritis Reumatoid,TRUE,Pneumonia,"NSAID, Metotreksat",Deformitas Sendi
Kanker Prostat,FALSE,"Hemofilia, Parkinson","Radioterapi, Hormon Terapi",Metastasis ke Tulang
Influenza,FALSE,"Gagal Ginjal, Depresi Mayor, Osteoporosis","Oseltamivir, Paracetamol",Pneumonia
Osteoporosis,TRUE,"Bronkitis, Anemia","Kalsium, Vitamin D",Fraktur Tulang
Bipolar,TRUE,"Bronkitis, Cacar Air, Skizofrenia","Lithium, Antidepresan",Depresi Kronis
Campak,FALSE,"Campak, Demam Berdarah","Vitamin A, Paracetamol",Ensefalitis
Hipertensi,TRUE,Skizofrenia,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Hepatitis B,FALSE,Gastritis,"Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Tifus,FALSE,"Stroke, Gagal Ginjal","Ciprofloxacin, Ceftriaxone",Perforasi Usus
Alzheimer,TRUE,"Malaria, Tuberkulosis","Donepezil, Memantine",Demensia Berat
Alzheimer,FALSE,"Rubella, Malaria, Campak","Donepezil, Memantine",Demensia Berat
Migraine,FALSE,Hipertensi,"Sumatriptan, Parasetamol",Gangguan Tidur
Depresi Mayor,TRUE,"Tuberkulosis, Anemia","SSRI, Psikoterapi",Bunuh Diri
Kanker Kolorektal,FALSE,"Rubella, Hepatitis B, Malaria","Operasi, Kemoterapi",Metastasis ke Liver
Gagal Ginjal,TRUE,"Demam Berdarah, Diare Akut, Anemia","Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Parkinson,FALSE,Kanker Prostat,"Levodopa, Pramipexole",Gangguan Gerak Berat
Campak,FALSE,"Hipertensi, Serangan Jantung","Vitamin A, Paracetamol",Ensefalitis
Pneumonia,FALSE,Epilepsi,"Azitromisin, Ceftriaxone",Sepsis
Demam Berdarah,TRUE,Diare Akut,"Rehidrasi, Paracetamol",Syok Dengue
Diabetes Mellitus,FALSE,"Hipertensi, Asma","Insulin, Metformin","Gagal Ginjal, Neuropati"
COVID-19,FALSE,"Gastritis, Bipolar, Cacar Air","Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Malaria,FALSE,Asma,"Klorokuin, Artemisinin",Anemia Berat
Epilepsi,TRUE,Malaria,"Fenitoin, Valproat",Gangguan Kognitif
Gagal Ginjal,TRUE,"Skizofrenia, Demam Berdarah, Kanker Kolorektal","Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Kanker Prostat,TRUE,"Pneumonia, Cacar Air","Radioterapi, Hormon Terapi",Metastasis ke Tulang
Hipertensi,FALSE,Gagal Ginjal,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Migraine,TRUE,Malaria,"Sumatriptan, Parasetamol",Gangguan Tidur
Kanker Kolorektal,FALSE,"Depresi Mayor, Serangan Jantung, Hipertensi","Operasi, Kemoterapi",Metastasis ke Liver
Migraine,TRUE,"Hipertensi, Bipolar","Sumatriptan, Parasetamol",Gangguan Tidur
Bipolar,TRUE,Artritis Reumatoid,"Lithium, Antidepresan",Depresi Kronis
Gagal Ginjal,FALSE,Hepatitis B,"Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Osteoporosis,FALSE,"Kanker Prostat, Kanker Payudara","Kalsium, Vitamin D",Fraktur Tulang
Depresi Mayor,TRUE,Demam Berdarah,"SSRI, Psikoterapi",Bunuh Diri
Gastritis,FALSE,"Stroke, COVID-19","Antasida, Omeprazole",Ulkus Lambung
Hepatitis B,TRUE,"Kanker Payudara, Malaria, Hepatitis C","Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Kanker Kolorektal,FALSE,Artritis Reumatoid,"Operasi, Kemoterapi",Metastasis ke Liver
Hemofilia,TRUE,"Cacar Air, Demam Berdarah, Asma",Transfusi Faktor VIII,Pendarahan Internal
Cacar Air,TRUE,Alzheimer,"Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Hepatitis C,FALSE,"Kanker Kolorektal, Campak, Gagal Ginjal","Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Hepatitis C,TRUE,"Parkinson, Artritis Reumatoid, Kanker Prostat","Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Hipertensi,FALSE,Bronkitis,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Epilepsi,TRUE,Hipertensi,"Fenitoin, Valproat",Gangguan Kognitif
Hepatitis B,TRUE,"Tifus, Kanker Paru-paru","Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Influenza,TRUE,Artritis Reumatoid,"Oseltamivir, Paracetamol",Pneumonia
Hipertensi,TRUE,Kanker Kolorektal,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Kanker Kolorektal,TRUE,Kanker Payudara,"Operasi, Kemoterapi",Metastasis ke Liver
Diabetes Mellitus,FALSE,"Serangan Jantung, Tifus, Epilepsi","Insulin, Metformin","Gagal Ginjal, Neuropati"
Asma,FALSE,"Tifus, Depresi Mayor","Salbutamol, Budesonide",Gagal Napas
Influenza,TRUE,"Pneumonia, Kanker Payudara, Tuberkulosis","Oseltamivir, Paracetamol",Pneumonia
Cacar Air,FALSE,Kanker Prostat,"Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Hipertensi,TRUE,"Bipolar, Parkinson, Kanker Paru-paru","Amlodipine, Captopril","Stroke, Serangan Jantung"
Gastritis,TRUE,"Kanker Paru-paru, Kanker Prostat","Antasida, Omeprazole",Ulkus Lambung
Kanker Payudara,TRUE,"Malaria, Diabetes Mellitus, Asma","Kemoterapi, Mastektomi",Metastasis ke Tulang
Kanker Kolorektal,TRUE,Rubella,"Operasi, Kemoterapi",Metastasis ke Liver
Anemia,FALSE,"Rubella, Hemofilia","Suplemen Zat Besi, Vitamin B12",Kelelahan Kronis
Gagal Ginjal,TRUE,"Stroke, Tuberkulosis, Gastritis","Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Diare Akut,TRUE,"Hepatitis C, Kanker Paru-paru","Oralit, Loperamide",Dehidrasi Parah
Parkinson,FALSE,Hipertensi,"Levodopa, Pramipexole",Gangguan Gerak Berat
Tifus,TRUE,COVID-19,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Malaria,TRUE,"Asma, Cacar Air","Klorokuin, Artemisinin",Anemia Berat
Kanker Paru-paru,FALSE,"Migraine, Kanker Paru-paru","Kemoterapi, Radioterapi",Metastasis ke Otak
Gagal Ginjal,TRUE,"Asma, Stroke","Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Tifus,TRUE,Cacar Air,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Rubella,TRUE,"Epilepsi, Migraine, Bronkitis","Vaksinasi, Istirahat",Cacat Janin
Osteoporosis,FALSE,"Kanker Payudara, Bronkitis, Epilepsi","Kalsium, Vitamin D",Fraktur Tulang
Bronkitis,FALSE,"Gastritis, Hepatitis B","Dextromethorphan, Amoksisilin",Pneumonia
Depresi Mayor,TRUE,"Migraine, Hipertensi","SSRI, Psikoterapi",Bunuh Diri
Rubella,TRUE,Hemofilia,"Vaksinasi, Istirahat",Cacat Janin
Stroke,FALSE,Kanker Kolorektal,"Antikoagulan, Rehabilitasi",Kelumpuhan
Campak,TRUE,"Kanker Paru-paru, Hipertensi, Kanker Payudara","Vitamin A, Paracetamol",Ensefalitis
Serangan Jantung,TRUE,Artritis Reumatoid,"Aspirin, Nitrat",Gagal Jantung
Influenza,TRUE,"Bipolar, Parkinson","Oseltamivir, Paracetamol",Pneumonia
Artritis Reumatoid,TRUE,Hepatitis C,"NSAID, Metotreksat",Deformitas Sendi
Asma,TRUE,Rubella,"Salbutamol, Budesonide",Gagal Napas
Gastritis,FALSE,"Hemofilia, Diabetes Mellitus, Influenza","Antasida, Omeprazole",Ulkus Lambung
Artritis Reumatoid,TRUE,Pneumonia,"NSAID, Metotreksat",Deformitas Sendi
Bipolar,TRUE,Depresi Mayor,"Lithium, Antidepresan",Depresi Kronis
Depresi Mayor,FALSE,Diabetes Mellitus,"SSRI, Psikoterapi",Bunuh Diri
Depresi Mayor,TRUE,Osteoporosis,"SSRI, Psikoterapi",Bunuh Diri
Asma,TRUE,"Anemia, Diabetes Mellitus, Kanker Paru-paru","Salbutamol, Budesonide",Gagal Napas
Stroke,TRUE,"Demam Berdarah, Migraine, Diabetes Mellitus","Antikoagulan, Rehabilitasi",Kelumpuhan
Skizofrenia,TRUE,Parkinson,"Risperidone, Olanzapine",Disabilitas Sosial
Campak,FALSE,"Depresi Mayor, Cacar Air, Rubella","Vitamin A, Paracetamol",Ensefalitis
Bronkitis,FALSE,Demam Berdarah,"Dextromethorphan, Amoksisilin",Pneumonia
Kanker Prostat,TRUE,"Kanker Kolorektal, Gastritis, Tifus","Radioterapi, Hormon Terapi",Metastasis ke Tulang
Serangan Jantung,TRUE,"COVID-19, Hipertensi, Campak","Aspirin, Nitrat",Gagal Jantung
Artritis Reumatoid,FALSE,"Cacar Air, Epilepsi","NSAID, Metotreksat",Deformitas Sendi
Kanker Kolorektal,FALSE,"Diare Akut, Hepatitis C, Gastritis","Operasi, Kemoterapi",Metastasis ke Liver
Tifus,FALSE,Malaria,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Asma,FALSE,Depresi Mayor,"Salbutamol, Budesonide",Gagal Napas
COVID-19,TRUE,"Hepatitis B, Hemofilia, Demam Berdarah","Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Hepatitis B,TRUE,Demam Berdarah,"Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Artritis Reumatoid,TRUE,"Alzheimer, Diabetes Mellitus","NSAID, Metotreksat",Deformitas Sendi
Skizofrenia,FALSE,Hepatitis B,"Risperidone, Olanzapine",Disabilitas Sosial
Skizofrenia,FALSE,"Osteoporosis, Malaria, Kanker Prostat","Risperidone, Olanzapine",Disabilitas Sosial
Migraine,TRUE,"Hemofilia, Hipertensi, Gastritis","Sumatriptan, Parasetamol",Gangguan Tidur
Stroke,TRUE,"Campak, Kanker Paru-paru, Influenza","Antikoagulan, Rehabilitasi",Kelumpuhan
Asma,FALSE,Pneumonia,"Salbutamol, Budesonide",Gagal Napas
Hepatitis B,TRUE,"Diabetes Mellitus, Rubella, Kanker Paru-paru","Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Osteoporosis,TRUE,"Kanker Kolorektal, Malaria, Gagal Ginjal","Kalsium, Vitamin D",Fraktur Tulang
Bronkitis,FALSE,"Epilepsi, Cacar Air, Gastritis","Dextromethorphan, Amoksisilin",Pneumonia
Stroke,TRUE,"Stroke, Kanker Paru-paru","Antikoagulan, Rehabilitasi",Kelumpuhan
Gastritis,TRUE,Hemofilia,"Antasida, Omeprazole",Ulkus Lambung
Serangan Jantung,TRUE,"Serangan Jantung, Asma","Aspirin, Nitrat",Gagal Jantung
Kanker Paru-paru,TRUE,Asma,"Kemoterapi, Radioterapi",Metastasis ke Otak
Asma,FALSE,"Serangan Jantung, Hepatitis C, Asma","Salbutamol, Budesonide",Gagal Napas
Kanker Payudara,FALSE,"Influenza, Depresi Mayor","Kemoterapi, Mastektomi",Metastasis ke Tulang
Tuberkulosis,TRUE,"Diare Akut, Cacar Air, Artritis Reumatoid","Rifampisin, Isoniazid",Gagal Paru
Kanker Paru-paru,TRUE,Gagal Ginjal,"Kemoterapi, Radioterapi",Metastasis ke Otak
Epilepsi,FALSE,Gagal Ginjal,"Fenitoin, Valproat",Gangguan Kognitif
Kanker Paru-paru,TRUE,"Asma, COVID-19, Artritis Reumatoid","Kemoterapi, Radioterapi",Metastasis ke Otak
Campak,FALSE,"Influenza, Pneumonia","Vitamin A, Paracetamol",Ensefalitis
Hepatitis B,TRUE,"Anemia, Kanker Paru-paru","Lamivudine, Tenofovir","Sirosis, Kanker Hati"
COVID-19,TRUE,"Campak, Pneumonia, Malaria","Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Influenza,FALSE,Gastritis,"Oseltamivir, Paracetamol",Pneumonia
Epilepsi,TRUE,"Gagal Ginjal, Tuberkulosis, Asma","Fenitoin, Valproat",Gangguan Kognitif
Depresi Mayor,TRUE,Pneumonia,"SSRI, Psikoterapi",Bunuh Diri
Hemofilia,TRUE,"Campak, Bronkitis",Transfusi Faktor VIII,Pendarahan Internal
Bronkitis,TRUE,"Kanker Payudara, Kanker Prostat","Dextromethorphan, Amoksisilin",Pneumonia
Osteoporosis,FALSE,Skizofrenia,"Kalsium, Vitamin D",Fraktur Tulang
Rubella,TRUE,"Diabetes Mellitus, Skizofrenia, Stroke","Vaksinasi, Istirahat",Cacat Janin
Pneumonia,TRUE,"Tifus, Hipertensi, Gagal Ginjal","Azitromisin, Ceftriaxone",Sepsis
Depresi Mayor,TRUE,"Malaria, Alzheimer","SSRI, Psikoterapi",Bunuh Diri
Tuberkulosis,FALSE,"Hipertensi, Kanker Paru-paru","Rifampisin, Isoniazid",Gagal Paru
Malaria,FALSE,"Demam Berdarah, Gagal Ginjal","Klorokuin, Artemisinin",Anemia Berat
Serangan Jantung,FALSE,"Artritis Reumatoid, Stroke, Kanker Paru-paru","Aspirin, Nitrat",Gagal Jantung
Tifus,FALSE,"Rubella, Alzheimer, Campak","Ciprofloxacin, Ceftriaxone",Perforasi Usus
COVID-19,FALSE,"Diabetes Mellitus, Hepatitis C","Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Diare Akut,TRUE,"Bipolar, COVID-19","Oralit, Loperamide",Dehidrasi Parah
Bronkitis,FALSE,Skizofrenia,"Dextromethorphan, Amoksisilin",Pneumonia
Hemofilia,TRUE,"Bipolar, Cacar Air, Demam Berdarah",Transfusi Faktor VIII,Pendarahan Internal
Serangan Jantung,FALSE,"Depresi Mayor, Gagal Ginjal","Aspirin, Nitrat",Gagal Jantung
Cacar Air,FALSE,"Alzheimer, Depresi Mayor, Skizofrenia","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Migraine,FALSE,"Hepatitis C, Demam Berdarah","Sumatriptan, Parasetamol",Gangguan Tidur
Bipolar,TRUE,Gastritis,"Lithium, Antidepresan",Depresi Kronis
Alzheimer,TRUE,"Demam Berdarah, Gastritis","Donepezil, Memantine",Demensia Berat
Tifus,TRUE,Kanker Prostat,"Ciprofloxacin, Ceftriaxone",Perforasi Usus
Osteoporosis,TRUE,Demam Berdarah,"Kalsium, Vitamin D",Fraktur Tulang
Alzheimer,TRUE,Kanker Kolorektal,"Donepezil, Memantine",Demensia Berat
Alzheimer,FALSE,"Stroke, Kanker Paru-paru, Hepatitis C","Donepezil, Memantine",Demensia Berat
Hepatitis C,TRUE,"Asma, COVID-19","Sofosbuvir, Ribavirin","Sirosis, Kanker Hati"
Gagal Ginjal,TRUE,"Demam Berdarah, Hemofilia","Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Osteoporosis,TRUE,"Hepatitis B, Asma","Kalsium, Vitamin D",Fraktur Tulang
Influenza,TRUE,"Hemofilia, Migraine","Oseltamivir, Paracetamol",Pneumonia
Hipertensi,FALSE,Kanker Prostat,"Amlodipine, Captopril","Stroke, Serangan Jantung"
Kanker Prostat,FALSE,"Depresi Mayor, Serangan Jantung, Skizofrenia","Radioterapi, Hormon Terapi",Metastasis ke Tulang
Hepatitis B,TRUE,"Anemia, Tifus","Lamivudine, Tenofovir","Sirosis, Kanker Hati"
Demam Berdarah,TRUE,"Malaria, Hepatitis C","Rehidrasi, Paracetamol",Syok Dengue
Anemia,TRUE,"Hemofilia, Kanker Prostat","Suplemen Zat Besi, Vitamin B12",Kelelahan Kronis
COVID-19,TRUE,Serangan Jantung,"Antiviral, Paracetamol","Pneumonia, Gagal Napas"
Gagal Ginjal,FALSE,"Malaria, Parkinson, Gastritis","Dialisis, Transplantasi Ginjal",Dialisis Seumur Hidup
Epilepsi,FALSE,"Hemofilia, Anemia","Fenitoin, Valproat",Gangguan Kognitif
Cacar Air,TRUE,"Skizofrenia, Pneumonia, COVID-19","Asiklovir, Paracetamol",Infeksi Kulit Sekunder
Gastritis,TRUE,Hipertensi,"Antasida, Omeprazole",Ulkus Lambung
Rubella,FALSE,"Rubella, Gagal Ginjal","Vaksinasi, Istirahat",Cacat Janin
